FRNM_NM,RN_ADDR,OPR_TIME_INFO,RPRS_TELNO,HMPG_URL,LA_VLUE,LO_VLUE
제주약국,제주 제주시 성신로 13-8 이화아파트상가 102호,수 08:10 - 18:30 | 목 08:10 - 18:30 | 금 08:10 - 18:30 | 토 정기휴무 (매주 토요일) | 일 정기휴무 (매주 일요일) | 월 08:10 - 18:30 | 화 08:10 - 18:30,064-713-8575,,33.49091339,126.484848
종로태평양 온누리약국,서울특별시 중랑구 동일로 917-4 (묵동),월(9/16) 추석 연휴07:30 - 19:00 | 화(9/17) 추석07:30 - 19:00 | 수 07:30 - 21:30 | 목 07:30 - 21:30 | 금 07:30 - 21:30 | 토 07:30 - 21:30 | 일 09:00 - 19:00,02-979-0426,https://blog.naver.com/boryong77,37.61220932,127.0771027
중앙약국,경기 의정부시 민락로 210,수 10:00 - 21:00 | 13:00 - 14:00 휴게시간 | 목 10:00 - 21:00 | 13:00 - 14:00 휴게시간 | 금 10:00 - 21:00 | 13:00 - 14:00 휴게시간 | 토 10:00 - 19:00 | 13:00 - 13:30 휴게시간 | 일 10:00 - 19:00 | 13:00 - 13:30 휴게시간 | 월 10:00 - 21:00 | 13:00 - 14:00 휴게시간 | 화 10:00 - 21:00 | 13:00 - 14:00 휴게시간,031-852-6657,,37.74318314,127.1023636
즐거운약국,대구 북구 팔달로 149 1층 즐거운약국,월 09:00 - 19:00 | 화 09:00 - 18:30 | 수 09:00 - 18:30 | 목 09:00 - 19:00 | 금 09:00 - 18:30 | 토 09:00 - 16:00 | 일 정기휴무 (매주 일요일),053-357-0020,,35.88936615,128.5664368
지묘제일약국,대구 동구 파계로6길 32 103호,화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 16:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 20:00,053-981-0770,,35.94031143,128.6400452
지원약국,울산 북구 명촌로 75 미남빌딩 1층,화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 19:00,0507-1324-1871,https://blog.naver.com/invuspharm,35.55397797,129.3566132
참조은약국,부산광역시 기장군 기장읍 차성동로 114,월 09:00 - 20:00 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 13:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,051-721-0034,,35.24789429,129.2170563
천사약국,인천광역시 남동구 서창남순환로 2 (서창동),월(9/16) 추석 연휴10:30 - 21:00 | 화(9/17) 추석10:30 - 21:00 | 수 10:00 - 22:00 | 목 10:00 - 22:00 | 금 10:00 - 22:00 | 토 10:30 - 21:00 | 일 10:30 - 21:00,070-4634-1837,,37.42447281,126.7503357
청년약국,부산광역시 사하구 낙동대로550번길 13 (하단동),월(9/16) 추석 연휴09:30 - 19:00 | 화(9/17) 추석09:30 - 19:00 | 수 09:30 - 20:10 | 목 09:30 - 20:10 | 금 09:30 - 20:10 | 토 09:30 - 19:00 | 일 09:30 - 19:00,070-8657-0997,,35.11328888,128.9648285
청춘약국,충남 천안시 서북구 불당25로 176 율곡스퀘어 1층 안쪽 청춘약국,월(9/16) 추석 연휴08:30 - 13:00 | 화(9/17) 추석08:30 - 13:00 | 수 08:30 - 20:00 | 목 08:30 - 20:30 | 금 08:30 - 20:30 | 토 08:30 - 16:00 | 일 08:30 - 13:30,041-566-7301,,36.8162384,127.1091232
청호약국,인천 부평구 체육관로 24 청호빌딩 1층 103호 청호약국,수 09:00 - 20:30 | 목 09:00 - 21:00 | 금 09:00 - 20:30 | 토 08:30 - 16:00 | 일(10/20) 휴무 | 월 09:00 - 20:30 | 화 09:00 - 20:30,032-330-0123,,37.50832367,126.7342834
침산제일약국,대구 북구 침산로 128,수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 19:00 | 화 09:00 - 19:00,0507-1315-0950,,35.88766479,128.5918427
큰별약국,경상남도 합천군 합천읍 옥산로 68,월(9/16) 휴무 | 화(9/17) 휴무 | 수 08:00 - 19:30 | 목 08:00 - 19:30 | 금 08:00 - 19:30 | 토(9/14) 08:00 - 15:00 | 일(9/15) 휴무,055-933-4741,https://blog.naver.com/bigstarpharm,35.56812668,128.1626892
큰사랑약국,"경기 시흥시 복지로 96 제1층 102호,103호,107호",수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 19:00 | 화 09:00 - 19:00,031-311-4255,,37.44727325,126.791832
큰사랑약국,서울 강동구 상암로 44 유정빌딩 1층 101호,수 08:30 - 21:00 | 목 09:00 - 21:00 | 금 08:30 - 21:00 | 토 09:00 - 21:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 21:00 | 화 09:00 - 21:00,0507-1402-6763,,37.54964447,127.1282959
튼튼약국,전북 전주시 완산구 서원로 63,수 08:30 - 18:30 | 13:00 - 13:30 휴게시간 | 목 08:30 - 18:30 | 13:00 - 13:30 휴게시간 | 금 08:30 - 18:30 | 13:00 - 13:30 휴게시간 | 토 08:30 - 12:30 | 일 정기휴무 (매주 일요일) | 월 08:30 - 18:30 | 13:00 - 13:30 휴게시간 | 화 08:30 - 18:30 | 13:00 - 13:30 휴게시간,063-228-9877,,35.81401062,127.1014786
판교이화자연약국,경기도 성남시 분당구 판교역로192번길 16 (삼평동),월 08:30 - 19:00 | 화 08:30 - 19:00 | 수 08:30 - 19:00 | 목 08:30 - 19:00 | 금 08:30 - 19:00 | 토 08:30 - 13:00 | 일 정기휴무 (매주 일요일) | 13:40 - 14:20 휴게시간 | 13:40 - 14:20 휴게시간 | 13:40 - 14:20 휴게시간 | 13:40 - 14:20 휴게시간 | 13:40 - 14:20 휴게시간,0507-1363-8285,,37.39774704,127.1114349
평택종합약국,경기 평택시 경기대로 267 1층,수 09:00 - 22:00 | 목 09:00 - 22:00 | 금 09:00 - 22:00 | 토 09:00 - 21:00 | 일 09:00 - 17:00 | 월 09:00 - 22:00 | 화 09:00 - 22:00,031-657-8383,,36.99448776,127.1130447
푸른나무아래약국,경기도 고양시 일산동구 무궁화로120번길 39-21 (정발산동),월 10:00 - 22:00 | 화 10:00 - 22:00 | 수 10:00 - 22:00 | 목 10:00 - 22:00 | 금 10:00 - 22:00 | 토 10:00 - 19:00 | 일 정기휴무 (매주 일요일),0507-1343-3103,,37.66347885,126.768486
피나팜 맑은약국,서울 송파구 송파대로 201 테라타워2 B동 144호,수 10:00 - 19:00 | 14:00 - 15:00 휴게시간 | 목 10:00 - 19:00 | 14:00 - 15:00 휴게시간 | 금 10:00 - 19:00 | 14:00 - 15:00 휴게시간 | 토 정기휴무 (매주 토요일) | 일 정기휴무 (매주 일요일) | 월 10:00 - 19:00 | 14:00 - 15:00 휴게시간 | 화 10:00 - 19:00 | 14:00 - 15:00 휴게시간,02-881-5594,http://pf.kakao.com/_aacPC,37.48773956,127.1206894
하나약국,충남 천안시 서북구 검은들3길 46 미래시티빌딩 110호,수 08:30 - 19:00 | 목 08:30 - 19:00 | 금 08:30 - 19:00 | 토 08:30 - 14:00 | 일 정기휴무 (매주 일요일) | 월 08:30 - 19:00 | 화 08:30 - 19:00,041-569-3488,,36.81061935,127.1086807
하얀약국,경남 양산시 물금읍 야리로 31 경남프라자 110호,월 09:00 - 19:20 | 화 09:00 - 19:20 | 수 09:00 - 19:20 | 목 09:00 - 19:20 | 금 09:00 - 19:20 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일),0507-1337-0172,,35.31674194,129.0018921
한라건강약국,"경기도 시흥시 배곧1로 27-15 (배곧동, 한라비발디캠퍼스)",매일 09:00 - 21:00 ,,,37.36534882,126.7125168
한미약국,경기 하남시 신장로 141,수 09:00 - 20:00 | 목 09:00 - 20:30 | 금 09:00 - 20:00 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 20:00 | 화 09:00 - 20:00,031-796-0615,https://blog.naver.com/99pharmacy,37.53862381,127.2025986
해마루약국,인천 중구 하늘별빛로 75 108호,화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 20:00,032-752-5275,https://blog.naver.com/haemaru5275,37.48978806,126.5628128
해오름약국,대구광역시 달성군 화원읍 비슬로 2490,,053-632-7757,,35.79933929,128.4907837
행복드림약국,경기도 고양시 덕양구 호국로 819 (주교동),월 09:00 - 20:00 | 화 09:00 - 20:00 | 수 09:00 - 13:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 13:00 | 일 정보없음,0507-1426-2701,,37.65885544,126.8383331
행복한약국,경남 양산시 물금읍 새실로 38 애플타운 1층,,055-382-7649,,35.31329346,128.9944
현대약국,충북 충주시 예성로 392 롯데프라자 1층,수 09:00 - 19:30 | 목 09:00 - 19:30 | 금 09:00 - 19:30 | 토 09:00 - 14:30 | 일 정기휴무 (매주 일요일) | 월 09:00 - 19:30 | 화 09:00 - 19:30,0507-1373-7580,,36.99116135,127.9343491
현동미소약국,경상남도 창원시 마산합포구 현동1길 4-10 (현동),월(9/16) 08:00 - 13:00 | 화(9/17) 08:00 - 14:00 | 수 08:30 - 19:30 | 목 08:30 - 19:30 | 금 08:30 - 19:30 | 토 08:30 - 14:30 | 일 정기휴무 (매주 일요일),0507-1373-7034,https://blog.naver.com/pharmmbo,35.14717484,128.5579529
현진약국,경기 용인시 수지구 만현로 92 IT프라자 1층 (하나은행ATM기기 옆),수 09:00 - 21:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 19:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 21:00 | 화 09:00 - 21:00,0507-1377-8727,,37.30849457,127.084938
호평마트약국,경기도 남양주시 늘을2로 27 (호평동),"월 10:00 - 21:30 | 화 10:00 - 21:30 | 수(9/11) 정기휴무 (매달 2, 4번째 수요일) | 목 10:00 - 21:30 | 금 10:00 - 21:30 | 토 10:00 - 21:30 | 일 10:00 - 21:30",0507-1337-9441,https://blog.naver.com/hp-pharmacy,37.65504837,127.2430496
호호약국,"울산 중구 종가6길 32 케이엘빌딩 201, 202호 호호약국",수 09:00 - 19:30 | 목 09:00 - 19:30 | 금 09:00 - 19:30 | 토 09:00 - 16:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 19:30 | 화 09:00 - 19:30,0507-1491-4242,,35.56300354,129.3107147
훈훈약국,경남 양산시 동면 금오13길 20,수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 16:00 | 일 09:00 - 14:00 | 월 09:00 - 20:00 | 화 09:00 - 20:00,0507-1417-0427,,35.31752014,129.0257721
휴베이스 광안바다약국,부산 수영구 수영로 551 1층 101호,수 09:00 - 18:30 | 목 09:00 - 18:30 | 금 09:00 - 18:30 | 토 09:00 - 16:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 18:30 | 화 09:00 - 18:30,051-753-7522,https://blog.naver.com/badapharm6,35.15505981,129.1122589
휴베이스 월마트약국,제주 제주시 일주동로 229 1층,수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 20:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 20:00 | 화 09:00 - 20:00,064-723-4947,,33.51944351,126.5699463
힐링약국,제주 제주시 서광로 278 줌타워 1층,수 08:00 - 17:00 | 목 08:00 - 17:00 | 금 08:00 - 17:00 | 토 08:00 - 13:00 | 일 정기휴무 (매주 일요일) | 월 08:00 - 17:00 | 화 08:00 - 17:00,064-702-2332,,33.49998093,126.5262146
힐링약국,경남 창원시 진해구 안골로 339 코아루아파트상가 1층 힐링약국,수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:00 | 일 정보없음 | 월 09:00 - 19:00 | 화 09:00 - 19:00,0507-1406-1858,https://blog.naver.com/park82000,35.10178375,128.808548
힐탑약국,부산광역시 남구 분포로 115 (용호동),,0507-1415-2415,http://cafe.naver.com/hilltop81,35.1321907,129.1127319
더블유스토어 더블유약국,경기도 이천시 마장면 덕이로154번길 287-76,,031-632-6680,,37.24137497,127.3937836
더블유스토어하이약국,경기도 고양시 일산동구 고양대로 757 (중산동),월(9/16) 추석 연휴09:00 - 22:00 | 화(9/17) 추석09:00 - 22:00 | 수 09:00 - 22:00 | 목 09:00 - 22:00 | 금 09:00 - 22:00 | 토 정보없음 | 일 09:00 - 22:00,031-977-6617,,37.68263245,126.780159
영덕강구동물약국,경상북도 영덕군 강구면 영덕대게로 34,,054-733-2750,,36.36017609,129.3825836
유약국부설상리동물약병원,경기도 연천군 연천읍 신망로 2,,031-834-2576,,38.13358688,127.0790405
부천고강동물약국,경기 부천시 오정구 역곡로 474,"수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 20:00 | 일(10/20) 정기휴무 (매달 1, 3번째 일요일) | 월 09:00 - 20:00 | 화 09:00 - 20:00",0507-1330-4516,https://blog.naver.com/2786013,37.52695465,126.81633
더블유스토어 맑은샘약국,서울특별시 동작구 장승배기로 110-1 (노량진동),수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 16:30 | 일 정기휴무 (매주 일요일) | 월 09:00 - 20:00 | 화(10/1) 임시공휴일09:00 - 13:00,0507-1335-8175,http://moonkt.modoo.at/,37.50735855,126.9401474
안산동물약국,경기도 안산시 단원구 선부로 187 (선부동),매일 09:00 - 21:00 ,0507-1493-7973,,37.34194565,126.8159943
대전가장큰약국,대전 중구 계백로 1608 1층,매일 09:00 - 22:00 ,0507-1426-5999,,36.31847382,127.3988113
오늘의약국,서울특별시 강남구 강남대로 지하396 (역삼동),월(9/16) 추석 연휴10:00 - 21:00 | 화 09:00 - 22:00 | 수 09:00 - 22:00 | 목 09:00 - 22:00 | 금 09:00 - 22:00 | 토 10:00 - 22:00 | 일 10:00 - 21:00,0507-1464-1383,,37.49816513,127.0283051
주연약국,경기도 수원시 팔달구 매산로92번길 12-3 (매산로3가),월(9/16) 추석 연휴 휴무 | 화 08:30 - 19:30 | 수 정기휴무 (매주 수요일) | 목 08:30 - 19:30 | 금 08:30 - 19:30 | 토 08:30 - 18:00 | 일 08:30 - 18:00,031-247-3583,,37.26708984,127.0028839
홍약국,경북 칠곡군 북삼읍 금오대로6길 4 1층,월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 17:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 08:00 - 15:00 | 일 정기휴무 (매주 일요일),054-977-7980,,36.0687294,128.3470001
이화우리약국,서울특별시 은평구 은평로16길 4 (응암동),,,,37.59650421,126.9096146
유성약국,인천 남동구 백범로 338,월 09:00 - 19:30 | 화 09:00 - 19:30 | 수 09:00 - 19:30 | 목 09:00 - 19:30 | 금 09:00 - 19:30 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일),032-422-8276,,37.46486664,126.71315
방교바른약국,경기 화성시 동탄기흥로257번가길 7 프리모코아,월(9/16) 추석 연휴 휴무 | 화 11:00 - 19:00 | 수 11:00 - 19:00 | 목(9/12) 휴무 | 금 11:00 - 19:00 | 토 정기휴무 (매주 토요일) | 일 정기휴무 (매주 일요일),0507-1375-7957,https://www.instagram.com/ba.reun.pharm/?igsh=MW4wYnNsOXBpb256eQ%3D%3D,37.18264008,127.0923615
평택백화점약국,경기도 평택시 진위면 진위서로 142,월 08:00 - 20:30 | 화 08:00 - 20:30 | 수 08:00 - 20:30 | 목 08:00 - 20:30 | 금 08:00 - 20:30 | 토 09:00 - 20:00 | 일 09:00 - 20:00,070-8287-3650,,37.10600662,127.0786438
약수스타약국,서울특별시 중구 동호로 171 (신당동),월(9/16) 추석 연휴 휴무 | 화 09:00 - 19:30 | 수 09:00 - 19:30 | 목 09:00 - 19:30 | 금 09:00 - 19:30 | 토 09:00 - 14:30 | 일 정기휴무 (매주 일요일),0507-1332-2279,,37.55347824,127.0113068
이로운온누리약국,경남 양산시 양산대로 886 102호 이로운온누리약국,월(9/16) 추석 연휴 휴무 | 화 09:00 - 19:40 | 수 09:00 - 18:30 | 목 09:00 - 19:40 | 금 09:00 - 18:30 | 토 09:00 - 13:20 | 일 정기휴무 (매주 일요일),055-366-7787,,35.34953308,129.0370026
스카이2층약국,경남 창원시 성산구 동산로 122 스카이웰빙파크 제2층 제214-2호,월(9/16) 추석 연휴 휴무 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 18:00 | 토 09:00 - 13:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,055-267-1119,,35.21899796,128.6909485
현약국,충북 청주시 흥덕구 사직대로 80 1층,월(9/16) 추석 연휴 휴무 | 화 09:00 - 19:30 | 수 09:00 - 19:30 | 목 09:00 - 19:30 | 금 09:00 - 19:30 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일),0507-1414-8784,,36.6343956,127.4562302
무지개약국,울산 중구 번영로 576 무지개약국,,,,35.56848526,129.3450317
편안약국,경기도 이천시 중리천로 98 (중리동),월(9/16) 추석 연휴 휴무 | 화 08:30 - 19:30 | 수 08:30 - 19:30 | 목 08:30 - 19:30 | 금 08:30 - 19:30 | 토 08:30 - 14:30 | 일 정기휴무 (매주 일요일),031-632-2138,,37.27756119,127.4478073
부평건강약국,인천 부평구 주부토로 112 삼진빌딩 1층,월 08:30 - 19:30 | 화 08:30 - 19:30 | 수 08:30 - 19:30 | 목 08:30 - 19:30 | 금 08:30 - 19:30 | 토 정기휴무 (매주 토요일) | 일 08:30 - 15:30,0507-1354-1326,,37.50498199,126.7257843
한마음약국,경기 화성시 병점2로 46 일층,월(9/16) 추석 연휴 휴무 | 화 08:20 - 20:10 | 수 08:20 - 20:10 | 목(9/12) 08:20 - 20:10 | 금 08:20 - 20:10 | 토 08:20 - 14:05 | 일 정기휴무 (매주 일요일),0507-1353-7675,,37.20666122,127.0417633
드림약국,경기도 용인시 처인구 모현읍 오포로 106,월(9/16) 추석 연휴 휴무 | 화 08:30 - 18:30 | 수 08:30 - 18:30 | 목 08:30 - 18:30 | 금 08:30 - 18:30 | 토 08:30 - 13:30 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,031-322-5998,,37.34325027,127.1782379
새내역약국,서울특별시 송파구 올림픽로 지하140 (잠실동),월(9/16) 추석 연휴11:00 - 23:00 | 화 08:00 - 23:00 | 수 08:00 - 23:00 | 목 08:00 - 23:00 | 금 08:00 - 23:00 | 토 11:00 - 23:00 | 일 11:00 - 23:00,02-422-5152,,37.51159286,127.0863724
연약국,경기도 하남시 신평로168번길 75 (신장동),월(9/16) 추석 연휴 휴무 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일),031-792-4737,,37.54025269,127.2060318
석촌드림약국,서울특별시 송파구 삼학사로 100 (석촌동),월(9/16) 추석 연휴 휴무 | 화 08:30 - 18:30 | 수 08:30 - 18:30 | 목 08:30 - 18:30 | 금 08:30 - 18:30 | 토 08:30 - 14:00 | 일 09:00 - 12:00,02-416-0284,,37.50616837,127.0975113
맑은약국,전남 순천시 팔마로 212 1층,월 09:00 - 20:00 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일),061-744-4700,,34.94051743,127.5090485
사랑약국,전북 순창군 순창읍 남계로 91,월 08:30 - 17:30 | 화 08:30 - 17:30 | 수 08:30 - 17:30 | 목 08:30 - 17:30 | 금 08:30 - 17:30 | 토 08:30 - 13:00 | 일 정보없음,063-653-8894,,35.37480164,127.1455994
사거리열린약국,"충남 홍성군 홍성읍 홍장북로 417 1층, 사거리열린약국",월 08:00 - 19:00 | 화 08:00 - 13:00 | 수 정기휴무 (매주 수요일) | 목 08:00 - 19:00 | 금 08:00 - 19:00 | 토 08:00 - 19:00 | 일 08:00 - 19:00,041-977-3434,https://blog.naver.com/goodpharm2,36.59186554,126.6688614
차약국,인천 서구 가정로 369 서경백화점 1 층,월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일),032-719-4379,,37.51795578,126.672554
햇님약국,경기도 수원시 장안구 이목로 24-9 (정자동),,031-271-2722,,37.3093338,126.9848709
구룡포용약국,경북 포항시 남구 구룡포읍 호미로 225,월 08:15 - 20:45 | 화 08:15 - 20:45 | 수 08:15 - 20:45 | 목 08:15 - 20:45 | 금 08:15 - 20:45 | 토 08:15 - 20:45 | 일 08:30 - 20:45,054-275-6621,,35.99038315,129.5550385
천안제일약국,충남 천안시 동남구 버들로 41 1층 101호,월(9/16) 11:00 - 18:00 | 화 08:30 - 20:00 | 수 08:30 - 20:00 | 목 08:30 - 20:00 | 금 08:30 - 20:00 | 토 08:30 - 14:00 | 일(9/15) 휴무,0507-1383-1217,,36.80721283,127.1520309
수성굿모닝약국,대구 수성구 범어천로 186,월(9/16) 추석 연휴 휴무 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:10 | 일 정기휴무 (매주 일요일),053-554-3600,,35.86325073,128.62117
장군약국,서울특별시 서초구 서초중앙로6길 18-7 (서초동),월(9/16) 추석 연휴 휴무 | 화 08:00 - 19:00 | 수 08:00 - 19:00 | 목 08:00 - 19:00 | 금 08:00 - 19:00 | 토 08:30 - 15:00 | 일 정기휴무 (매주 일요일),0507-1475-9040,,37.48404694,127.0173492
진주미소약국,경남 진주시 진주대로1080번길 4,월(9/16) 추석 연휴 휴무 | 화 08:30 - 18:20 | 수 08:30 - 18:20 | 목 08:30 - 18:20 | 금 08:30 - 18:20 | 토 08:30 - 13:20 | 일 정기휴무 (매주 일요일),055-744-8896,,35.19590759,128.0837555
세일약국,경남 거제시 중곡로7길 12 세일약국 (세일마트 주차장 내 위치),월(9/16) 추석 연휴10:00 - 21:00 | 화 10:00 - 21:00 | 수 10:00 - 21:00 | 목 10:00 - 21:00 | 금 10:00 - 21:00 | 토 10:00 - 21:00 | 일 10:00 - 19:00,055-638-0814,https://blog.naver.com/seommaeul_yaksa,34.89699554,128.6276703
구로365약국,서울특별시 구로구 고척로 140 (고척동),월(9/16) 추석 연휴08:50 - 18:10 | 화 08:50 - 20:10 | 수 08:50 - 20:10 | 목 08:50 - 20:10 | 금 08:50 - 20:10 | 토 08:50 - 18:10 | 일 08:50 - 18:10,02-2687-1607,,37.50238037,126.8496323
